Timestamp,What is your age?,Which nation or region of the UK do you live in?,"The first part of your postcode only, for example SW1A (optional)","Are you currently involved with a youth council, youth group or youth organisation?",What are the top three things you want the government to bring back for young people?,Is there anything else you would bring back that is not on that list?,What is the biggest problem facing young people across the UK today?,"In your own words, why did you choose that for the UK?",What is the biggest problem facing young people across the Commonwealth today?,"In your own words, why did you choose that for the Commonwealth?","Thinking about young people you know, how well is each of these working for young people right now? [Mental health and wellbeing]","Thinking about young people you know, how well is each of these working for young people right now? [Youth services and safe places to go]","Thinking about young people you know, how well is each of these working for young people right now? [Education and curriculum for life]","Thinking about young people you know, how well is each of these working for young people right now? [Jobs, apprenticeships and work experience]","Thinking about young people you know, how well is each of these working for young people right now? [Cost of living and financial security]","Thinking about young people you know, how well is each of these working for young people right now? [Transport and getting around]","Thinking about young people you know, how well is each of these working for young people right now? [Housing and a place to live]","Thinking about young people you know, how well is each of these working for young people right now? [Crime, safety and policing]","Thinking about young people you know, how well is each of these working for young people right now? [Equality, discrimination and racism]","Thinking about young people you know, how well is each of these working for young people right now? [Climate and the environment]","Thinking about young people you know, how well is each of these working for young people right now? [Democracy and youth voice]","Thinking about young people you know, how well is each of these working for young people right now? [Digital life and online safety]",How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Mental health and wellbeing],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Youth services and safe places to go],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Education and curriculum for life],"How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Jobs, apprenticeships and work experience]",How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Cost of living and financial security],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Transport and getting around],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Housing and a place to live],"How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Crime, safety and policing]","How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Equality, discrimination and racism]",How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Climate and the environment],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Democracy and youth voice],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Digital life and online safety],How urgent is each of these for young people over the next twelve months? [Mental health and wellbeing],How urgent is each of these for young people over the next twelve months? [Youth services and safe places to go],How urgent is each of these for young people over the next twelve months? [Education and curriculum for life],"How urgent is each of these for young people over the next twelve months? [Jobs, apprenticeships and work experience]",How urgent is each of these for young people over the next twelve months? [Cost of living and financial security],How urgent is each of these for young people over the next twelve months? [Transport and getting around],How urgent is each of these for young people over the next twelve months? [Housing and a place to live],"How urgent is each of these for young people over the next twelve months? [Crime, safety and policing]","How urgent is each of these for young people over the next twelve months? [Equality, discrimination and racism]",How urgent is each of these for young people over the next twelve months? [Climate and the environment],How urgent is each of these for young people over the next twelve months? [Democracy and youth voice],How urgent is each of these for young people over the next twelve months? [Digital life and online safety],Which of these should the UK push hardest on across the Commonwealth?,"If you could say one thing directly to the Heads of Government, what would it be?",Which of these best describes your gender?,Which of these best describes your ethnic background?,Do you have a disability or a long-term health condition?,Which best describes what you are doing at the moment?,"Have you ever been in care, or are you care experienced?",I have read the privacy notice and I am happy for my answers to be used in this consultation
27/10/2026 20:50:38,16 to 18,West Midlands,WS1,No,"Funded national youth voice structures (a British Youth Council style body), Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Free or capped bus travel for under-25s",Free swimming for under-18s.,Mental health and wellbeing,The support exists on paper but nobody can actually access it.,Mental health and wellbeing,,8,3,10,2,4,3,2,6,8,4,4,7,9,7,7,7,10,5,9,6,2,8,5,6,9,6,9,5,7,9,8,7,10,1,10,10,"Democracy and youth voice, Climate and the environment",Make the commitments measurable and publish who missed them.,Male,White,No,Working,No,Yes
27/10/2026 10:46:05,22 to 25,South East England,,No,"Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Funded open-access youth clubs and youth workers in every area",,Cost of living and financial security,,"Crime, safety and policing",Corruption means money meant for young people does not reach us.,0,4,7,3,1,0,6,5,6,4,1,4,10,9,8,10,9,6,10,5,9,10,9,10,10,6,6,6,8,6,8,10,9,8,5,6,"Crime, safety and policing",,Prefer not to say,White,No,In school or college,Yes,Yes
27/10/2026 19:07:33,19 to 21,Wales,NP20,Yes,"Local libraries and community spaces with longer opening hours, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study",,Cost of living and financial security,You cannot plan a future when you cannot afford anywhere to live.,Education and curriculum for life,,5,6,3,1,4,3,3,5,5,0,5,8,6,6,8,10,10,7,7,8,6,10,7,10,10,5,8,10,7,8,8,10,9,5,7,5,"Youth services and safe places to go, Cost of living and financial security",,Male,White,Yes,"Not in education, employment or training",No,Yes
28/10/2026 20:28:55,19 to 21,Yorkshire and the Humber,,Yes,"Sure Start style family and early years centres, Guaranteed work experience placements for every pupil",,Transport and getting around,My school had one careers adviser for eight hundred students.,Mental health and wellbeing,,5,4,3,6,5,0,5,2,7,4,3,4,7,5,10,10,7,4,9,9,10,8,5,5,10,9,9,8,8,4,5,7,8,4,7,6,Climate and the environment,,Female,Mixed or multiple ethnic groups,No,Working,No,Yes
27/10/2026 19:12:19,16 to 18,East Midlands,NG1,Yes,"Free or capped bus travel for under-25s, A school nurse and a trained counsellor in every school, Funded open-access youth clubs and youth workers in every area",,Mental health and wellbeing,,Cost of living and financial security,,,,6,,1,,4,6,,,3,,5,7,,,,,10,,10,,,,,,,9,10,7,,,10,2,9,9,"Equality, discrimination and racism, Jobs, apprenticeships and work experience","Talk to young people who are not already in youth parliaments. We are not the hard-to-reach ones, you are.",Male,White,No,In school or college,No,Yes
30/10/2026 09:50:12,Over 25,Yorkshire and the Humber,,No,"Community sports facilities, playing fields and free swimming, Guaranteed work experience placements for every pupil, Local libraries and community spaces with longer opening hours",,Cost of living and financial security,,Cost of living and financial security,,3,2,1,6,5,0,4,3,6,3,4,8,10,9,7,7,9,7,9,7,4,4,8,8,7,8,10,10,10,5,6,10,9,2,2,7,"Crime, safety and policing, Mental health and wellbeing",,Female,White,Yes,Working,No,Yes
29/10/2026 19:57:26,16 to 18,Gibraltar,,No,"Restored further education and adult skills funding, and lower tuition fees, Guaranteed work experience placements for every pupil, Cheaper rail travel and a wider young persons railcard",,Mental health and wellbeing,You cannot plan a future when you cannot afford anywhere to live.,Climate and the environment,,6,0,4,2,2,0,2,4,5,5,5,1,8,5,7,8,8,6,10,9,3,8,5,6,9,6,7,6,9,10,6,10,9,4,3,9,"Education and curriculum for life, Democracy and youth voice",,Female,White,No,Prefer not to say,No,Yes
30/10/2026 18:10:21,16 to 18,South East England,,No,"Sure Start style family and early years centres, Funded open-access youth clubs and youth workers in every area, Free or capped bus travel for under-25s",,Cost of living and financial security,,Education and curriculum for life,Youth unemployment across the Commonwealth is the common thread in all of this.,4,5,5,4,5,1,3,5,7,4,4,8,7,9,5,5,10,6,10,8,10,10,8,6,8,10,7,10,9,8,10,5,10,5,8,5,"Equality, discrimination and racism, Jobs, apprenticeships and work experience",Racism is still shaping who gets opportunities in every country here. Say so out loud.,Male,White,No,At university,No,Yes
30/10/2026 20:54:16,19 to 21,South East England,SO14,No,"Funded open-access youth clubs and youth workers in every area, A school nurse and a trained counsellor in every school, Free or capped bus travel for under-25s",,Youth services and safe places to go,"Waiting lists where I live are over a year, and people get worse while they wait.",Education and curriculum for life,,5,3,2,4,3,3,5,4,5,4,5,3,10,7,8,7,6,8,10,7,10,8,7,6,7,4,10,3,9,7,9,9,9,6,6,1,"Jobs, apprenticeships and work experience, Climate and the environment",,Male,White,Yes,In school or college,No,Yes
27/10/2026 17:06:04,22 to 25,London,SW1A,No,"Restored further education and adult skills funding, and lower tuition fees, Funded open-access youth clubs and youth workers in every area, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study",Cheaper driving lessons and tests for young people in rural areas.,Transport and getting around,"Waiting lists where I live are over a year, and people get worse while they wait.",Climate and the environment,,6,4,4,3,6,4,2,10,6,8,2,6,9,9,10,10,7,10,10,9,7,10,8,10,9,8,7,7,10,6,10,8,7,8,4,6,"Climate and the environment, Mental health and wellbeing",Give us votes at 16 and watch how quickly politics starts taking young people seriously.,Male,White,No,At university,No,Yes
29/10/2026 13:15:23,19 to 21,South East England,,No,"Arts, music and drama in the curriculum, and free or low-cost music tuition, Community sports facilities, playing fields and free swimming","Youth centres open at weekends, not just weekdays.","Crime, safety and policing",My school had one careers adviser for eight hundred students.,Education and curriculum for life,,2,,,,,3,,4,7,3,,,,7,,,,,,7,6,,10,,,,8,,,,9,6,,,7,5,"Jobs, apprenticeships and work experience, Climate and the environment",,Female,"Black, Black British, Caribbean or African",No,In school or college,No,Yes
29/10/2026 16:05:17,16 to 18,South East England,,No,"Arts, music and drama in the curriculum, and free or low-cost music tuition, Funded open-access youth clubs and youth workers in every area, Free or capped bus travel for under-25s",,Mental health and wellbeing,,Education and curriculum for life,,3,1,6,5,1,7,3,4,7,1,4,7,10,7,8,7,10,7,9,6,10,8,6,7,10,7,9,8,7,5,7,7,8,6,6,9,"Digital life and online safety, Crime, safety and policing",Listen to young people from small island states before it is too late to listen to them at all.,Female,White,No,At university,No,Yes
28/10/2026 09:38:02,19 to 21,Yorkshire and the Humber,HG1,No,Funded open-access youth clubs and youth workers in every area,Music lessons that are not only for people who can pay.,Education and curriculum for life,Everyone I know is choosing between transport to college and lunch.,"Jobs, apprenticeships and work experience",,,,,3,,,4,,5,2,,,,9,,,,,,,8,10,8,,,5,2,10,,10,2,5,,,,8,"Education and curriculum for life, Climate and the environment",,Female,White,No,Working,Prefer not to say,Yes
28/10/2026 12:09:15,13 to 15,Yorkshire and the Humber,,Yes,"Cheaper rail travel and a wider young persons railcard, Free or capped bus travel for under-25s, Free school meals for more pupils, and holiday food provision","Youth centres open at weekends, not just weekdays.",Housing and a place to live,"Waiting lists where I live are over a year, and people get worse while they wait.",Climate and the environment,,0,3,0,7,0,5,5,0,4,4,7,7,10,8,10,10,9,10,8,8,8,8,10,10,9,4,8,7,7,8,7,4,6,6,6,7,"Democracy and youth voice, Education and curriculum for life",,Female,White,No,In school or college,No,Yes
28/10/2026 16:49:42,Over 25,Scotland,DD1,Yes,"Local libraries and community spaces with longer opening hours, Restored further education and adult skills funding, and lower tuition fees, Sure Start style family and early years centres",,Youth services and safe places to go,,"Crime, safety and policing",,2,0,4,3,5,3,3,0,10,6,3,2,9,8,9,9,10,7,8,7,4,10,7,6,6,5,6,7,8,5,9,6,7,8,4,8,"Crime, safety and policing, Mental health and wellbeing",,Prefer not to say,White,No,At university,No,Yes
28/10/2026 12:24:32,22 to 25,Yorkshire and the Humber,,No,"Guaranteed work experience placements for every pupil, Free or capped bus travel for under-25s, Funded open-access youth clubs and youth workers in every area","Youth centres open at weekends, not just weekdays.","Equality, discrimination and racism",You cannot plan a future when you cannot afford anywhere to live.,Democracy and youth voice,Online access decides who gets opportunities and it is very unequal.,4,2,4,3,1,4,7,5,6,6,5,7,8,7,9,8,10,8,5,9,10,9,7,6,3,5,6,7,8,7,3,8,7,10,3,5,"Crime, safety and policing, Climate and the environment",We cannot build a future in countries we cannot afford to live in. Housing is the whole argument.,Female,Mixed or multiple ethnic groups,No,"Not in education, employment or training",No,Yes
29/10/2026 13:32:58,13 to 15,Northern Ireland,,No,"Independent careers advice in every school (a Connexions style service), Cheaper rail travel and a wider young persons railcard, Free or capped bus travel for under-25s",,Climate and the environment,,Democracy and youth voice,Youth unemployment across the Commonwealth is the common thread in all of this.,,,,,4,,0,,7,,3,7,,10,9,6,6,5,,,7,10,,7,7,8,,,,,10,,6,7,,4,Education and curriculum for life,Bring back the things that were cut before you announce anything new.,Non-binary,White,Prefer not to say,At university,No,Yes
30/10/2026 16:35:57,19 to 21,Guernsey,GY8,No,"Funded national youth voice structures (a British Youth Council style body), Free school meals for more pupils, and holiday food provision, Arts, music and drama in the curriculum, and free or low-cost music tuition","Youth centres open at weekends, not just weekdays.",Housing and a place to live,,"Jobs, apprenticeships and work experience",,1,5,1,1,2,3,3,4,5,5,3,7,7,4,9,9,4,9,7,8,9,9,6,8,8,8,5,5,8,7,5,5,8,5,7,6,"Equality, discrimination and racism",Fund the youth workers. They are the only adults some of us actually trust.,Female,White,No,At university,No,Yes
28/10/2026 12:30:55,19 to 21,South West England,,No,"Local libraries and community spaces with longer opening hours, Independent careers advice in every school (a Connexions style service), Sure Start style family and early years centres",,Cost of living and financial security,,"Equality, discrimination and racism",Online access decides who gets opportunities and it is very unequal.,3,5,7,9,4,3,7,4,6,3,5,7,7,8,9,7,8,8,8,5,9,7,4,8,8,9,5,6,8,7,8,3,3,5,5,3,"Jobs, apprenticeships and work experience, Education and curriculum for life",,Female,White,No,At university,No,Yes
31/10/2026 16:18:34,22 to 25,London,CR0,Yes,"Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Funded open-access youth clubs and youth workers in every area",,Cost of living and financial security,My school had one careers adviser for eight hundred students.,Climate and the environment,,4,3,2,,,2,,,,4,,,8,,10,,,2,,,,,8,,,,9,9,,,9,,,,,,"Education and curriculum for life, Climate and the environment",,Female,White,Yes,At university,No,Yes
30/10/2026 12:17:16,Over 25,South West England,BS1,No,Cheaper rail travel and a wider young persons railcard,Proper funding for school counselling.,Housing and a place to live,,Mental health and wellbeing,"Young people in some member states cannot finish school because of cost, not ability.",7,3,6,2,1,3,5,4,3,9,7,5,7,9,8,6,10,10,10,7,6,8,7,7,7,7,10,6,6,4,6,10,8,7,4,9,"Jobs, apprenticeships and work experience, Cost of living and financial security",,Male,White,No,In school or college,No,Yes
29/10/2026 15:29:14,19 to 21,East Midlands,,No,"Sure Start style family and early years centres, A school nurse and a trained counsellor in every school",Free school transport past the age of 16.,Cost of living and financial security,,Housing and a place to live,,6,4,2,4,3,6,7,8,6,2,4,8,10,9,9,6,8,7,10,7,8,7,6,5,9,8,5,8,7,5,5,8,5,8,8,10,"Education and curriculum for life, Cost of living and financial security",,Male,White,No,In school or college,No,Yes
29/10/2026 18:58:25,19 to 21,South East England,ME1,Yes,"Arts, music and drama in the curriculum, and free or low-cost music tuition, Restored further education and adult skills funding, and lower tuition fees, Independent careers advice in every school (a Connexions style service)",,Housing and a place to live,People my age are scared on public transport and nobody talks about it.,Mental health and wellbeing,There are not enough jobs for the number of graduates being produced.,3,1,5,3,0,8,4,7,2,3,4,4,10,6,10,10,4,9,10,8,8,9,10,8,10,10,8,7,6,10,8,10,6,5,9,8,Climate and the environment,,Female,White,No,In school or college,No,Yes
29/10/2026 09:48:44,Over 25,West Midlands,,No,"Cheaper rail travel and a wider young persons railcard, Independent careers advice in every school (a Connexions style service)",,Housing and a place to live,Rent takes most of my wages and I still live with my parents.,Climate and the environment,There are not enough jobs for the number of graduates being produced.,4,0,5,0,4,5,3,8,3,6,5,3,9,4,10,10,10,6,7,7,10,7,9,8,9,9,6,8,10,6,9,7,8,3,6,9,"Jobs, apprenticeships and work experience, Equality, discrimination and racism","Youth unemployment is not a young person problem, it is an economy problem. Stop framing it as our failure.",Male,White,No,Working,No,Yes
29/10/2026 16:11:14,19 to 21,North West England,CA1,No,"Cheaper rail travel and a wider young persons railcard, Free school meals for more pupils, and holiday food provision",,Mental health and wellbeing,,Climate and the environment,Girls are still being taken out of education early in too many countries.,4,1,4,6,2,3,3,5,6,7,10,3,10,7,9,8,6,6,8,8,10,7,5,8,8,6,5,7,6,6,7,8,5,5,8,10,"Crime, safety and policing, Jobs, apprenticeships and work experience",,Female,White,No,Working,Yes,Yes
29/10/2026 12:56:51,19 to 21,Wales,CF10,No,"Funded open-access youth clubs and youth workers in every area, Arts, music and drama in the curriculum, and free or low-cost music tuition",Music lessons that are not only for people who can pay.,"Crime, safety and policing",,"Equality, discrimination and racism",There are not enough jobs for the number of graduates being produced.,2,5,4,4,3,4,1,4,5,3,4,5,8,10,10,7,10,6,10,6,8,10,8,6,8,8,7,8,10,5,8,6,4,5,6,7,"Mental health and wellbeing, Democracy and youth voice",,Male,Prefer not to say,No,Working,No,Yes
01/11/2026 19:28:50,19 to 21,South East England,GU1,No,"Restored further education and adult skills funding, and lower tuition fees, Sure Start style family and early years centres",Cheaper driving lessons and tests for young people in rural areas.,Mental health and wellbeing,Apprenticeships near me pay so little that you need parents who can support you.,Climate and the environment,,3,4,7,5,4,3,3,3,3,6,4,5,10,9,8,10,7,6,10,10,10,5,8,7,10,10,5,9,9,10,10,10,6,8,4,8,"Education and curriculum for life, Climate and the environment",Bring back the things that were cut before you announce anything new.,Female,White,No,In school or college,No,Yes
30/10/2026 20:21:06,22 to 25,East of England,HP1,Yes,"Funded open-access youth clubs and youth workers in every area, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study",,Mental health and wellbeing,People my age are scared on public transport and nobody talks about it.,"Crime, safety and policing",,3,7,8,3,7,2,3,3,6,4,6,7,10,9,9,6,7,7,9,7,6,9,6,8,8,4,7,9,10,7,10,7,6,5,4,7,"Democracy and youth voice, Cost of living and financial security",,Male,Asian or Asian British,Yes,Apprenticeship or training,Prefer not to say,Yes
31/10/2026 15:04:50,16 to 18,West Midlands,ST1,Yes,"Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Independent careers advice in every school (a Connexions style service), Free or capped bus travel for under-25s",,Mental health and wellbeing,,"Crime, safety and policing",,8,3,4,3,1,1,4,6,2,2,4,8,10,7,9,9,10,9,7,8,9,8,10,8,8,6,6,2,9,3,5,10,9,6,7,7,"Cost of living and financial security, Climate and the environment",,Male,White,No,In school or college,No,Yes
01/11/2026 10:36:03,22 to 25,London,WC1A,No,"Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Free or capped bus travel for under-25s, Arts, music and drama in the curriculum, and free or low-cost music tuition",,Digital life and online safety,Rent takes most of my wages and I still live with my parents.,"Equality, discrimination and racism",,1,7,3,7,2,2,2,6,6,4,6,9,10,6,9,10,10,7,7,6,9,10,7,9,8,5,8,9,9,9,7,8,4,5,2,7,"Jobs, apprenticeships and work experience",We cannot build a future in countries we cannot afford to live in. Housing is the whole argument.,Female,Asian or Asian British,No,In school or college,No,Yes
